Service_Request_Type,Police_Precinct,Method_Received,Status,Year,Month,Request_Count
Overgrown Vegetation,EAST,Citizen Web Intake App,Closed,2022,6,6
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Duplicate (Closed),2021,11,6
Overgrown Vegetation,WEST,Find It Fix It Apps,Transferred to Other Dept,2024,4,6
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Duplicate (Closed),2022,7,6
Overgrown Vegetation,EAST,Citizen Web Intake App,Closed,2023,5,6
Animal Noise,WEST,Citizen Web Intake App,Closed,2022,12,6
Parking Enforcement,WEST,Find It Fix It Apps,Closed as Duplicate,2023,11,6
Animal Noise,WEST,Citizen Web Intake App,Closed,2021,7,6
Graffiti,WEST,Citizen Web Intake App,Reported,2022,5,6
Animal Noise,WEST,Citizen Web Intake App,Closed,2022,6,6
Parking Enforcement,EAST,Citizen Web Intake App,Reported,2024,3,6
Animal Noise,WEST,Citizen Web Intake App,Closed,2025,3,6
Graffiti,SOUTHWEST,Find It Fix It Apps,Open,2024,7,6
Animal Noise,SOUTHWEST,Citizen Web Intake App,Closed,2024,4,6
Parking Enforcement,WEST,Find It Fix It Apps,Closed as Duplicate,2024,10,6
Animal Noise,SOUTHWEST,Citizen Web Intake App,Closed,2022,6,6
Graffiti,SOUTHWEST,Find It Fix It Apps,Closed -Incomplete Information,2025,4,6
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Voice Mail,Closed,2024,9,6
Parking Enforcement,EAST,Citizen Web Intake App,Reported,2024,6,6
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Voice Mail,Closed,2022,8,6
Graffiti,SOUTHWEST,Citizen Web Intake App,Reported,2023,6,6
Clogged Storm Drain,SOUTH,Citizen Web Intake App,Closed,2022,6,6
Graffiti,WEST,Phone,Closed,2024,9,6
Clogged Storm Drain,SOUTH,Citizen Web Intake App,Closed,2023,2,6
Graffiti,SOUTHWEST,Citizen Web Intake App,Reported,2021,8,6
Clogged Storm Drain,SOUTHWEST,Citizen Web Intake App,Closed,2023,10,6
Parking Enforcement,NORTH,Citizen Web Intake App,Transferred to Other Dept,2021,7,6
Damaged Sidewalk,NORTH,Citizen Web Intake App,Reported,2021,2,6
Illegal Dumping / Needles,EAST,Find It Fix It Apps,Closed as Duplicate,2021,1,6
Clogged Storm Drain,WEST,Citizen Web Intake App,Closed,2021,12,6
Illegal Dumping / Needles,EAST,Find It Fix It Apps,Closed as Duplicate,2021,9,6
Clogged Storm Drain,EAST,Find It Fix It Apps,Transferred to Other Dept,2024,12,6
Graffiti,WEST,Phone,Closed,2024,4,6
Business Related Complaint,WEST,Citizen Web Intake App,Closed,2024,10,6
Parking Enforcement,NORTH,Citizen Web Intake App,Transferred to Other Dept,2022,9,6
Dead Animal,SOUTH,Citizen Web Intake App,Closed,2025,4,6
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Duplicate (Closed),2021,12,6
Dead Animal,WEST,Find It Fix It Apps,Closed,2022,7,6
Illegal Dumping / Needles,EAST,PremierOne CSR Mobile Apps,Closed,2024,7,6
Dead Animal,WEST,Find It Fix It Apps,Closed,2024,5,6
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Duplicate (Closed),2022,2,6
Dead Animal,EAST,Find It Fix It Apps,Closed,2021,2,6
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed -Incomplete Information,2021,2,6
Damaged Sidewalk,WEST,Find It Fix It Apps,Reported,2021,9,6
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Duplicate (Closed),2022,5,6
Dead Animal,EAST,Citizen Web Intake App,Closed,2024,7,6
Illegal Dumping / Needles,NORTH,Voice Mail,Closed,2021,8,6
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed -Incomplete Information,2022,1,6
Nuisance dogs in a park,SOUTHWEST,Find It Fix It Apps,Canceled,2024,8,6
Parking Enforcement,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2023,5,6
Internet/Cable Issue,WEST,Phone,Closed,2023,2,6
Parking Enforcement,NORTH,Voice Mail,Closed,2021,8,6
Internet/Cable Issue,SOUTH,Phone,Closed,2022,2,6
Parking Enforcement,NORTH,Phone,Closed,2021,4,6
Internet/Cable Issue,EAST,Phone,Closed,2022,6,6
Parking Enforcement,SOUTHWEST,Citizen Web Intake App,Reported,2023,4,6
Internet/Cable Issue,EAST,Phone,Closed,2024,4,6
Parks and Recreation Maintenance,NORTH,Citizen Web Intake App,Reported,2021,5,6
Lost a Pet,SOUTHWEST,Citizen Web Intake App,Reported,2023,3,6
Parks and Recreation Maintenance,NORTH,Citizen Web Intake App,Closed,2023,10,6
Lost a Pet,EAST,Citizen Web Intake App,Reported,2024,5,6
Parking Enforcement,WEST,Find It Fix It Apps,Transferred to Other Dept,2025,4,6
Lost a Pet,SOUTHWEST,Citizen Web Intake App,Reported,2023,12,6
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Reported,2023,2,6
Lost a Pet,SOUTH,Citizen Web Intake App,Reported,2024,2,6
Parks and Recreation Maintenance,WEST,Citizen Web Intake App,Closed,2023,3,6
Lost a Pet,SOUTH,Citizen Web Intake App,Reported,2024,5,6
Parks and Recreation Maintenance,WEST,Citizen Web Intake App,Closed,2023,6,6
Parking Enforcement,EAST,Find It Fix It Apps,Closed -Incomplete Information,2023,9,6
Parks and Recreation Maintenance,SOUTHWEST,Citizen Web Intake App,Closed,2024,5,6
Parking Enforcement,NORTH,Citizen Web Intake App,Closed as Duplicate,2021,10,6
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Reported,2022,8,6
Parking Enforcement,NORTH,Citizen Web Intake App,Closed as Duplicate,2024,1,6
Public Garage or Parking Lot Complaint,NORTH,Citizen Web Intake App,Closed,2024,6,6
Parking Enforcement,NORTH,Find It Fix It Apps,Transferred to Other Dept,2021,3,6
Illegal Dumping / Needles,EAST,Voice Mail,Closed,2021,1,6
Parking Enforcement,EAST,Citizen Web Intake App,Transferred to Other Dept,2021,10,6
Illegal Dumping / Needles,EAST,Voice Mail,Closed,2021,4,6
Parking Enforcement,EAST,Citizen Web Intake App,Reported,2024,9,6
Graffiti,WEST,PremierOne CSR Mobile Apps,New,2024,11,6
Graffiti,SOUTHWEST,Find It Fix It Apps,Open,2024,8,6
Graffiti,SOUTHWEST,Find It Fix It Apps,Open,2024,11,6
Graffiti,SOUTHWEST,PremierOne CSR Mobile Apps,Closed,2022,1,6
Illegal Dumping / Needles,SOUTH,E-Mail,Closed,2024,11,6
Illegal Dumping / Needles,SOUTH,Phone,Closed,2024,1,6
Illegal Dumping / Needles,NORTH,Voice Mail,Closed,2021,11,6
Illegal Dumping / Needles,NORTH,Phone,Closed,2025,3,6
Illegal Dumping / Needles,SOUTH,Citizen Web Intake App,Duplicate (Closed),2024,7,6
Nuisance dogs in a park,SOUTHWEST,Find It Fix It Apps,Closed,2024,7,6
Internet/Cable Issue,SOUTHWEST,Phone,Closed,2021,1,6
Internet/Cable Issue,SOUTHWEST,Phone,Closed,2021,4,6
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Closed as Duplicate,2021,4,6
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Closed as Duplicate,2023,2,6
Illegal Dumping / Needles,SOUTHWEST,PremierOne CSR Mobile Apps,Closed,2021,4,6
Internet/Cable Issue,SOUTH,Phone,Closed,2024,3,6
Internet/Cable Issue,SOUTH,Phone,Closed,2024,12,6
Internet/Cable Issue,SOUTH,Phone,Closed,2022,5,6
Internet/Cable Issue,SOUTH,Phone,Closed,2023,7,6
Internet/Cable Issue,NORTH,Phone,Closed,2023,12,6
Internet/Cable Issue,EAST,Phone,Closed,2022,3,6
Internet/Cable Issue,EAST,Phone,Closed,2023,2,6
Illegal Dumping / Needles,WEST,Phone,Closed,2022,8,6
Parking Enforcement,NORTH,Citizen Web Intake App,Closed as Duplicate,2022,7,5
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2022,1,5
General Inquiry - Transportation,SOUTHWEST,E-Mail,Open,2023,12,5
Parking Enforcement,EAST,Citizen Web Intake App,Transferred to Other Dept,2025,3,5
Streetlight Maintenance,SOUTHWEST,Citizen Web Intake App,Reported,2021,7,5
Illegal Dumping / Needles,EAST,Phone,Closed,2023,4,5
Dead Animal,EAST,Citizen Web Intake App,Closed,2022,6,5
Illegal Dumping / Needles,WEST,PremierOne CSR Mobile Apps,Closed,2024,7,5
Parking Enforcement,EAST,Find It Fix It Apps,Closed -Incomplete Information,2021,1,5
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2021,2,5
General Inquiry - Transportation,SOUTHWEST,E-Mail,Open,2023,6,5
Parking Enforcement,NORTH,Citizen Web Intake App,Closed as Duplicate,2021,7,5
Towing Impound Complaint,NORTH,Citizen Web Intake App,Closed,2023,10,5
Illegal Dumping / Needles,EAST,Phone,Closed,2023,10,5
Damaged Sidewalk,WEST,Find It Fix It Apps,Reported,2021,3,5
Illegal Dumping / Needles,WEST,Phone,Closed,2023,7,5
Parking Enforcement,SOUTH,Citizen Web Intake App,Closed,2023,9,5
General Inquiry - Customer Service Bureau,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2021,5,5
General Inquiry - Transportation,SOUTHWEST,Phone,Open,2024,5,5
Parking Enforcement,NORTH,Citizen Web Intake App,Closed as Duplicate,2023,5,5
Towing Impound Complaint,NORTH,Citizen Web Intake App,Closed,2024,12,5
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Duplicate (Closed),2024,6,5
Damaged Sidewalk,WEST,Find It Fix It Apps,Reported,2023,7,5
Internet/Cable Issue,SOUTH,Phone,Closed,2022,11,5
Parking Enforcement,SOUTH,Citizen Web Intake App,Closed as Duplicate,2022,7,5
General Inquiry - Customer Service Bureau,NORTH,Voice Mail,Closed,2021,9,5
General Inquiry - Transportation,WEST,Phone,Open,2024,3,5
Parking Enforcement,NORTH,Citizen Web Intake App,Closed as Duplicate,2023,8,5
Street Sign and Traffic Signal Maintenance,WEST,Citizen Web Intake App,Reported,2023,4,5
Illegal Dumping / Needles,EAST,Citizen Web Intake App,Duplicate (Closed),2021,9,5
Damaged Sidewalk,WEST,Citizen Web Intake App,Reported,2024,10,5
Illegal Dumping / Needles,SOUTHWEST,PremierOne CSR Mobile Apps,Closed,2022,3,5
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed as Duplicate,2024,11,5
General Inquiry - Customer Service Bureau,NORTH,Voice Mail,Closed,2021,12,5
General Inquiry - Transportation,WEST,Voice Mail,Closed,2021,1,5
Lost a Pet,SOUTHWEST,Citizen Web Intake App,Reported,2024,8,5
Street Sign and Traffic Signal Maintenance,SOUTH,Citizen Web Intake App,Reported,2021,8,5
Graffiti,SOUTHWEST,Citizen Web Intake App,Reported,2022,10,5
Damaged Sidewalk,WEST,Citizen Web Intake App,Transferred to Other Dept,2021,1,5
Illegal Dumping / Needles,SOUTHWEST,Phone,Closed,2022,2,5
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed as Duplicate,2025,4,5
General Inquiry - Customer Service Bureau,SOUTHWEST,Citizen Web Intake App,Transferred to Other Dept,2021,3,5
Graffiti,EAST,Citizen Web Intake App,Reported,2023,3,5
Lost a Pet,SOUTHWEST,Citizen Web Intake App,Reported,2025,1,5
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2024,5,5
Graffiti,SOUTHWEST,PremierOne CSR Mobile Apps,Closed,2021,6,5
Damaged Sidewalk,WEST,Citizen Web Intake App,Reported,2021,10,5
Illegal Dumping / Needles,SOUTHWEST,Voice Mail,Closed,2021,4,5
Parking Enforcement,SOUTH,Citizen Web Intake App,Transferred to Other Dept,2022,10,5
General Inquiry - Customer Service Bureau,SOUTH,Voice Mail,Transferred to Other Dept,2024,10,5
Graffiti,EAST,Citizen Web Intake App,Reported,2024,5,5
Lost a Pet,WEST,Citizen Web Intake App,Reported,2023,10,5
Street Sign Maintenance,NORTH,Find It Fix It Apps,Closed,2024,4,5
Graffiti,SOUTHWEST,Phone,Closed,2023,7,5
Damaged Sidewalk,WEST,Citizen Web Intake App,Reported,2023,11,5
Illegal Dumping / Needles,WEST,Phone,Closed,2021,9,5
Overgrown Vegetation,WEST,Citizen Web Intake App,Closed,2024,9,5
General Inquiry - Customer Service Bureau,SOUTHWEST,E-Mail,Transferred to Other Dept,2024,11,5
General Inquiry - Transportation,WEST,Citizen Web Intake App,Closed,2025,1,5
Lost a Pet,WEST,Citizen Web Intake App,Reported,2023,4,5
Street Sign Maintenance,NORTH,Find It Fix It Apps,Closed,2024,10,5
Graffiti,WEST,Citizen Web Intake App,Closed,2022,12,5
Damaged Sidewalk,NORTH,Citizen Web Intake App,Transferred to Other Dept,2021,8,5
Internet/Cable Issue,SOUTHWEST,Phone,Closed,2024,4,5
Overgrown Vegetation,EAST,Citizen Web Intake App,Closed,2021,3,5
General Inquiry - Customer Service Bureau,SOUTHWEST,Phone,Transferred to Other Dept,2023,12,5
General Inquiry - Transportation,WEST,Citizen Web Intake App,Transferred to Other Dept,2023,5,5
Internet/Cable Issue,WEST,Phone,Closed,2024,1,5
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Closed,2023,10,5
Graffiti,WEST,Citizen Web Intake App,Reported,2023,1,5
Damaged Sidewalk,NORTH,Citizen Web Intake App,Transferred to Other Dept,2023,9,5
Nuisance dogs in a park,SOUTH,Citizen Web Intake App,Closed,2024,6,5
Overgrown Vegetation,EAST,Citizen Web Intake App,Closed,2022,5,5
General Inquiry - Animal Shelter,EAST,Citizen Web Intake App,Canceled,2022,7,5
General Inquiry - Transportation,WEST,E-Mail,Transferred to Other Dept,2022,7,5
Lost a Pet,EAST,Citizen Web Intake App,Reported,2023,3,5
Street Sign Maintenance,EAST,Citizen Web Intake App,Reported,2024,1,5
Overgrown Vegetation,EAST,Citizen Web Intake App,Closed,2023,8,5
Damaged Sidewalk,NORTH,Citizen Web Intake App,Transferred to Other Dept,2024,2,5
Lost a Pet,EAST,Citizen Web Intake App,Reported,2024,11,5
Overgrown Vegetation,NORTH,Find It Fix It Apps,Transferred to Other Dept,2024,5,5
General Inquiry - Animal Shelter,EAST,Citizen Web Intake App,Canceled,2022,1,5
Graffiti,NORTH,Citizen Web Intake App,Open,2024,5,5
Overgrown Vegetation,NORTH,Citizen Web Intake App,Closed,2021,12,5
Traffic Signal Maintenance,SOUTH,Citizen Web Intake App,Reported,2024,3,5
Overgrown Vegetation,EAST,Citizen Web Intake App,Closed,2023,11,5
Dead Animal,SOUTH,Citizen Web Intake App,Closed,2024,2,5
Overgrown Vegetation,NORTH,Citizen Web Intake App,Closed,2023,4,5
Illegal Dumping / Needles,NORTH,PremierOne CSR Mobile Apps,Closed,2023,3,5
General Inquiry - Animal Shelter,SOUTHWEST,Citizen Web Intake App,Closed,2022,12,5
Graffiti,SOUTH,Citizen Web Intake App,Reported,2021,2,5
Overgrown Vegetation,SOUTHWEST,Citizen Web Intake App,Closed,2022,1,5
Unauthorized Encampment,NORTH,E-Mail,Closed,2024,3,5
Overgrown Vegetation,NORTH,Citizen Web Intake App,Closed,2022,12,5
Dead Animal,SOUTH,Citizen Web Intake App,Closed,2024,5,5
Illegal Dumping / Needles,SOUTH,Citizen Web Intake App,Duplicate (Closed),2022,12,5
Illegal Dumping / Needles,NORTH,E-Mail,Closed,2022,8,5
General Inquiry - Animal Shelter,NORTH,Find It Fix It Apps,Canceled,2023,2,5
Graffiti,SOUTH,Citizen Web Intake App,Reported,2023,3,5
Overgrown Vegetation,SOUTHWEST,Citizen Web Intake App,Closed,2023,9,5
Unauthorized Encampment,EAST,Mass Entry,Closed,2024,5,5
Nuisance dogs in a park,EAST,Find It Fix It Apps,Closed,2024,6,5
Dead Animal,SOUTH,Citizen Web Intake App,Closed,2025,1,5
Illegal Dumping / Needles,SOUTH,Citizen Web Intake App,Duplicate (Closed),2023,8,5
Illegal Dumping / Needles,EAST,Phone,Closed,2022,6,5
General Inquiry - City Light,EAST,Find It Fix It Apps,Closed,2022,2,5
Graffiti,NORTH,Phone,Closed,2025,2,5
Overgrown Vegetation,SOUTHWEST,Citizen Web Intake App,Closed,2021,5,5
Unauthorized Encampment,EAST,Phone,Closed,2024,3,5
Lost a Pet,WEST,Citizen Web Intake App,Reported,2024,11,5
Dead Animal,SOUTH,Citizen Web Intake App,Closed,2021,2,5
Illegal Dumping / Needles,SOUTH,PremierOne CSR Mobile Apps,Closed,2023,4,5
Illegal Dumping / Needles,EAST,Phone,Closed,2023,5,5
General Inquiry - City Light,EAST,E-Mail,Closed,2022,1,5
Graffiti,SOUTH,Citizen Web Intake App,Closed,2024,12,5
Overgrown Vegetation,NORTH,Find It Fix It Apps,Transferred to Other Dept,2023,10,5
Unauthorized Encampment,SOUTHWEST,Voice Mail,Closed,2023,8,5
Internet/Cable Issue,WEST,Phone,Closed,2025,2,5
Clogged Storm Drain,NORTH,Find It Fix It Apps,Transferred to Other Dept,2024,12,5
Illegal Dumping / Needles,SOUTH,PremierOne CSR Mobile Apps,Closed,2024,3,5
Illegal Dumping / Needles,EAST,PremierOne CSR Mobile Apps,Closed,2022,7,5
General Inquiry - City Light,EAST,Find It Fix It Apps,Closed,2024,3,5
Graffiti,NORTH,Phone,Closed,2023,4,5
Illegal Dumping / Needles,NORTH,Voice Mail,Closed,2022,1,5
Unauthorized Encampment,SOUTH,Phone,Closed,2022,8,5
Lost a Pet,SOUTHWEST,Citizen Web Intake App,Reported,2024,10,5
Business Violation of Public Health Requirements,EAST,Find It Fix It Apps,Closed,2021,1,5
Graffiti,WEST,Find It Fix It Apps,Closed -Incomplete Information,2022,3,5
Illegal Dumping / Needles,EAST,PremierOne CSR Mobile Apps,Closed,2021,5,5
General Inquiry - City Light,NORTH,Citizen Web Intake App,Open,2025,3,5
Graffiti,SOUTHWEST,Find It Fix It Apps,New,2024,10,5
Illegal Dumping / Needles,SOUTH,Field,Closed,2021,10,5
Unauthorized Encampment,SOUTH,Phone,Closed,2023,1,5
Internet/Cable Issue,WEST,Phone,Closed,2022,8,5
Clogged Storm Drain,SOUTHWEST,Find It Fix It Apps,Closed,2021,4,5
Graffiti,WEST,Citizen Web Intake App,Reported,2021,12,5
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Duplicate (Closed),2021,2,5
General Inquiry - City Light,WEST,Find It Fix It Apps,Closed,2021,2,5
Graffiti,SOUTHWEST,Citizen Web Intake App,Closed,2023,3,5
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed as Duplicate,2021,9,5
Unauthorized Encampment,SOUTH,Mass Entry,Open,2024,8,5
Internet/Cable Issue,SOUTHWEST,Phone,Closed,2021,8,5
Clogged Storm Drain,SOUTH,Citizen Web Intake App,Closed,2022,3,5
Graffiti,WEST,Citizen Web Intake App,Reported,2022,11,5
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Duplicate (Closed),2023,3,5
Abandoned Vehicle/72hr Parking Ordinance,WEST,PremierOne CSR Mobile Apps,Closed,2023,8,5
Graffiti,WEST,Citizen Web Intake App,Closed,2022,2,5
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed as Duplicate,2022,5,5
Unauthorized Encampment,WEST,Mass Entry,Closed,2023,7,5
Internet/Cable Issue,SOUTHWEST,Phone,Closed,2021,11,5
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed -Incomplete Information,2022,2,5
Illegal Dumping / Needles,EAST,PremierOne CSR Mobile Apps,Closed,2021,1,5
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Duplicate (Closed),2024,2,5
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Voice Mail,Closed,2022,3,5
General Inquiry - Customer Service Bureau,WEST,Phone,Closed,2021,10,5
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Closed as Duplicate,2022,6,5
Scooter or Bike Share Issue,NORTH,Citizen Web Intake App,Closed,2022,3,5
Internet/Cable Issue,EAST,Mail,Closed,2021,1,5
Animal Noise,EAST,Citizen Web Intake App,Closed,2023,12,5
Illegal Dumping / Needles,EAST,Citizen Web Intake App,Open,2025,4,5
Lost a Pet,SOUTH,Citizen Web Intake App,Reported,2024,9,5
Business Related Complaint,EAST,Citizen Web Intake App,Closed,2024,1,5
General Inquiry - Customer Service Bureau,WEST,Voice Mail,Transferred to Other Dept,2023,3,5
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Closed as Duplicate,2021,7,5
Scooter or Bike Share Issue,EAST,Find It Fix It Apps,Closed,2021,2,5
Internet/Cable Issue,EAST,Citizen Web Intake App,Closed,2024,1,5
Animal Noise,EAST,Citizen Web Intake App,Closed,2024,11,5
Parks and Recreation Maintenance,WEST,Citizen Web Intake App,Closed,2023,9,5
Internet/Cable Issue,NORTH,Citizen Web Intake App,Closed,2021,3,5
Business Related Complaint,EAST,Citizen Web Intake App,Closed,2024,7,5
General Inquiry - Customer Service Bureau,WEST,Voice Mail,Transferred to Other Dept,2024,2,5
Illegal Dumping / Needles,SOUTHWEST,PremierOne CSR Mobile Apps,Closed,2024,4,5
Scooter or Bike Share Issue,NORTH,Phone,Closed,2024,2,5
Illegal Dumping / Needles,SOUTH,Phone,Closed,2025,1,5
ADA Request (Transportation),NORTH,Citizen Web Intake App,Reported,2023,7,5
Parks and Recreation Maintenance,SOUTHWEST,Citizen Web Intake App,Closed,2023,3,5
Illegal Dumping / Needles,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2021,5,5
Business Related Complaint,NORTH,Citizen Web Intake App,Closed,2021,7,5
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Closed as Duplicate,2021,8,5
Illegal Dumping / Needles,EAST,Citizen Web Intake App,Duplicate (Closed),2024,8,5
Scooter or Bike Share Issue,NORTH,Phone,Closed,2024,5,5
Illegal Dumping / Needles,SOUTH,Phone,Closed,2025,4,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,E-Mail,Closed,2023,1,5
Parks and Recreation Maintenance,SOUTH,Citizen Web Intake App,Closed,2024,1,5
Illegal Dumping / Needles,SOUTH,Phone,Closed,2023,9,5
Business Related Complaint,NORTH,Citizen Web Intake App,Closed,2024,7,5
General Inquiry - Customer Service Bureau,WEST,E-Mail,Transferred to Other Dept,2024,8,5
Illegal Dumping / Needles,EAST,Phone,Closed,2021,11,5
Scooter or Bike Share Issue,NORTH,Phone,Closed,2022,10,5
Illegal Dumping / Needles,SOUTH,PremierOne CSR Mobile Apps,Closed,2025,1,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Find It Fix It Apps,Closed as Duplicate,2023,6,5
Parking Enforcement,WEST,Find It Fix It Apps,Transferred to Other Dept,2024,2,5
Illegal Dumping / Needles,SOUTHWEST,Phone,Closed,2023,11,5
Animal Noise,EAST,Citizen Web Intake App,Closed,2023,2,5
General Inquiry - Customer Service Bureau,WEST,E-Mail,Transferred to Other Dept,2025,4,5
Illegal Dumping / Needles,EAST,PremierOne CSR Mobile Apps,Closed,2022,3,5
Scooter or Bike Share Issue,NORTH,Citizen Web Intake App,Closed,2024,4,5
Illegal Dumping / Needles,SOUTH,E-Mail,Closed,2024,5,5
General Inquiry - City Light,SOUTHWEST,Find It Fix It Apps,Closed,2022,11,5
Parking Enforcement,SOUTHWEST,Citizen Web Intake App,Closed as Duplicate,2023,8,5
Pothole,WEST,Find It Fix It Apps,Transferred to Other Dept,2024,4,5
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,E-Mail,Closed,2023,2,5
General Inquiry - Customer Service Bureau,WEST,E-Mail,Closed,2023,4,5
Graffiti,WEST,Find It Fix It Apps,Closed as Duplicate,2021,11,5
Scooter or Bike Share Issue,NORTH,Phone,Closed,2021,5,5
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed as Duplicate,2021,7,5
General Inquiry - City Light,NORTH,Phone,Closed,2021,9,5
Parking Enforcement,SOUTHWEST,Citizen Web Intake App,Reported,2024,6,5
Pothole,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2024,3,5
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Voice Mail,Closed,2024,11,5
General Inquiry - Customer Service Bureau,WEST,Phone,Closed,2023,11,5
Parks and Recreation Maintenance,EAST,Citizen Web Intake App,Closed,2024,10,5
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Closed -Incomplete Information,2023,1,5
Parking Enforcement,NORTH,Citizen Web Intake App,Closed as Duplicate,2022,4,5
General Inquiry - City Light,NORTH,Find It Fix It Apps,Open,2021,9,5
Parking Enforcement,WEST,Citizen Web Intake App,Transferred to Other Dept,2022,4,5
Public Litter and Recycling Cans,EAST,Find It Fix It Apps,Reported,2024,12,5
Damaged Sidewalk,SOUTHWEST,Citizen Web Intake App,Reported,2024,4,5
General Inquiry - Police Department,NORTH,Find It Fix It Apps,New,2024,2,5
Parks and Recreation Maintenance,SOUTHWEST,Citizen Web Intake App,Reported,2021,12,5
Public Litter and Recycling Cans,SOUTHWEST,Find It Fix It Apps,Closed,2021,12,5
Parking Enforcement,EAST,Find It Fix It Apps,Transferred to Other Dept,2021,1,5
General Inquiry - City Light,NORTH,Phone,Closed,2024,12,5
Parking Enforcement,WEST,Find It Fix It Apps,Closed as Duplicate,2021,2,5
Scooter or Bike Share Issue,EAST,Phone,Closed,2021,7,5
Dead Animal,EAST,Find It Fix It Apps,Closed,2021,12,5
General Inquiry - Police Department,SOUTH,Citizen Web Intake App,Closed,2024,4,5
Parks and Recreation Maintenance,WEST,Citizen Web Intake App,Reported,2021,10,5
Public Litter and Recycling Cans,SOUTH,Find It Fix It Apps,Reported,2024,8,5
Overgrown Vegetation,WEST,Find It Fix It Apps,Transferred to Other Dept,2023,6,5
General Inquiry - City Light,WEST,Find It Fix It Apps,Closed,2024,12,5
Parking Enforcement,SOUTH,Citizen Web Intake App,Reported,2024,8,5
Scooter or Bike Share Issue,EAST,Phone,Closed,2023,5,5
Dead Animal,EAST,Find It Fix It Apps,Closed,2024,12,5
General Inquiry - Police Department,SOUTH,Citizen Web Intake App,Closed,2023,5,5
Parks and Recreation Maintenance,WEST,Citizen Web Intake App,Reported,2022,3,5
Public Litter and Recycling Cans,WEST,Find It Fix It Apps,Open,2021,8,5
Parking Enforcement,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2023,5,5
General Inquiry - City Light,WEST,Find It Fix It Apps,Open,2025,1,5
Parking Enforcement,NORTH,Find It Fix It Apps,Closed -Incomplete Information,2024,1,5
Scooter or Bike Share Issue,EAST,Phone,Closed,2024,4,5
Dead Animal,SOUTHWEST,Citizen Web Intake App,Closed,2023,11,5
General Inquiry - Police Department,SOUTH,Citizen Web Intake App,Closed,2025,3,5
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed as Duplicate,2024,12,5
Public Litter and Recycling Cans,EAST,Find It Fix It Apps,Closed,2021,6,5
Parking Enforcement,WEST,Citizen Web Intake App,Closed as Duplicate,2023,7,5
General Inquiry - City Light,WEST,Find It Fix It Apps,Closed,2021,12,5
Parking Enforcement,SOUTH,Find It Fix It Apps,Transferred to Other Dept,2025,3,5
Scooter or Bike Share Issue,SOUTH,Phone,Closed,2022,8,5
Dead Animal,SOUTHWEST,Find It Fix It Apps,Closed,2025,4,5
General Inquiry - Police Department,SOUTH,Citizen Web Intake App,Open,2021,6,5
Parking Enforcement,SOUTHWEST,Citizen Web Intake App,Closed,2023,6,5
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Closed as Duplicate,2023,11,5
Parking Enforcement,WEST,Citizen Web Intake App,Closed as Duplicate,2024,12,5
General Inquiry - City Light,WEST,E-Mail,Closed,2021,5,5
